0,1,2,3,4,5,6,7,8
목아픔 기침,목은 어제부터 아팠는데 오늘은 좀 괜찮아졌고 기침도 막나오고 얼굴이 후끈해요 열나는건지 아닌지는 모르겠어요 컨디션도 안좋고요    감기증상인가요 ,호흡기내과,걸을 때마다 숨이 차네요  너무 차면 구역질도 나구요 실제로 토하진 않고 그냥 엑  엑 거립니다  허리를 굽히고 숨을 쉬면 좀 낫더라구요  평소,걸을 때마다 숨이 차네요  너무 차면 구역질도 나구요 실제로 토하진 않고 그냥 엑  엑 거립니다   허리를 굽히고 숨을 쉬면 좀 낫더라구요  평소에 생각이 많고 많은 시간을 앉아서 일합니다   그래서 운동도 최근에 다니고 있습니다   왜 그런지 도통 모르겠습니다 ,호흡기내과,호흡기 바이러스 PCR  폐렴,호흡기 바이러스 PCR 검사 결과가 음성인데 폐렴 확진인 경우는 어떤 폐렴인건가요  참고로 엑스레이는 폐 침윤이 나왔습니다 ,호흡기내과
결핵 B형 간염 검사 결과 얼마나 걸리나요 ,기숙사 들어갈 때 결핵 및 B형 간염 검사 결과를 제출해야하는데 결과 나오는데 얼마나 걸리나요 ,호흡기내과,백신  차접종 간격,제가  월  일날  차 화이자 접종을 하고 부작용으로 심근염이와 무서워서  차를 안맞았는데 요즘 백신패스때문에 너무 불편해서 다시 맞을까하는데 지금   주정도 지났는데  차 맞을수 있을까요     ,호흡기내과,열만 나고 기침은 안 해요,열은 아까     도까지 나다가 지금은       도 정도로 나고 콧물이랑 기침은 안 나고 그냥 근육통 조금이랑 열만 나요 그냥 감기인가요 ,호흡기내과
천식이 기도가 좁아지는거잖아요,좁아진 기도가 다시 정상으로 돌아가긴 힘든가요  ,호흡기내과,기침이 없는데 가래에 피응고된게 나와요,기침이없는데 가래뱉었는데 피응고된게 나옵니다 밤새 목이 엄청 말라잇었는데 쎄게 밷은 후 피가나왓어요   이거 왜이런거죠  어느병원을 가야하나요 ,호흡기내과,코로나일까요   ,제가 이틀 전에 열이   도까지 올랐다가 해열제 먹고 다음날에 바로 열이 내려 가긴 했는데요 어제 밤부터 마른기침이 계속 나와요 열은           이정도인데 열이 났다가 안나도 코로나일까요    ,호흡기내과
심한 두통  팔다리 집중적인 심한 근육통  울렁거림  심한 현기증  어깨근육이 찢어지는듯한 고통  콧물  한번씩하는기침  기침시에 폐통증  식은,심한 두통  팔다리 집중적인 심한 근육통  울렁거림  심한 현기증  어깨근육이 찢어지는듯한 고통  콧물  한번씩하는기침  기침시에 폐통증  식은땀 진통제도 듣지않는 통증들 진통제가 전혀 소용이없어요   왜이럴까요,호흡기내과,감기기운있어서 검진좀 받아보고싶은데 코로나검사 받고 병원가야 검진해주시나요 ,두통이랑 콧물  기침이랑 목아픈데 코로나 검사 받고 음성판정 나와야 검진해주시나요,호흡기내과,코로나검사,제가 오늘 방금전에 코로나 검사를 받고 왔는데요 거기서 쓰는 검사지 볼펜으로 쓰고 손 씻지도 않고 초콜릿을 먹었는데요 걸리지 않겠죠  그 볼펜이 코로나가 걸린 사람이 사용했던거면 볼펜으로 접촉한 후 그걸 입으로 들어갔다면 걸릴 확률이 있나요 ,호흡기내과
오한이 왜 생길까요,두통도 없고 기침도 없고 미열 동반한 근육통 오한이 가끔 발생하는데 왜 그럴까요        땀 진짜 많이나구요 추워요  주로새벽세시쯤 시작 아침이 되면 끝나서 약도 안먹고 끝내는 편인데 왜그런걸까요  저런 증상에 약국에서 구할수있는 상비약 있을까요 혹시 심해지면 이제 약이라도 구해놓으려구요,호흡기내과,세균성편도염인지 코로나인지 모르겠어용,오늘병원가서 약처방받았는데 기침 콧물증상은없고 목아픔 그리고 사진처럼 목이부었고 가끔 귀가아파요 푸  멀까요 요즘 시국에 이러니까 무서워요,호흡기내과,  살 폐렴예방접종맞았는데  년후 또맞아야되나요,  살에 폐렴예방접종맞았는데  년있다가 다시한번 맞아야되나요 ,호흡기내과
항생제 알러지 검사 후 가슴이 답답해요,항생제 알러지 검사 세파계열  검사 후 가슴이 답답한데요  갑자기 그러는데 왜 그런걸까요  아무래도 병원에 문의를 해야겠지만 약먹은적도 없고 항생제 검사를 한거밖에는 다른게 없는데 왜 그러죠  약물 알러지 때문에 백신은 아직 미접종했습니다 ,호흡기내과,중 이고      일날 독감을 맞고 백신,중 이고      일날 독감을 맞고 모레 화요일날 백신을 맞는데 괜찮을까요  참고로 독감맞고 아무 문제 없었어요,호흡기내과,토를 했는데 피인지 궁금해요,목요일 저녁에 오는 비를 맞고 안 그래도 감기였는데 기침이 더 심해졌어요  아까도 저녁  시  분경에 토 했을 때는 피 같은 게 보이지 않았는데   방금 토를  번 했는데 끈적거리는 핏빛 도는 갈색 덩어리가 계속 나와요  첫 토를 하기 전에 레스비 두 캔을 먹었는데 갈색의 물은 나오지 않았구요   첫 토를 하고 레스비 한 캔 마시고 지금 집에 있다가 토를 한건데 이게 피인지 커피인지 궁금해서 질문 올려요   만약에 피라면 어떻게 해야 하나요,호흡기내과
코수술  주차 찌릿함,코수술 한지  주차인데 코 안에 찌릿하고 숨을 깊게 들이쉬면 코 안이 쓰라리는데 원래 그런건가요  ,호흡기내과,독감 접종 질문,안녕하세요 저번주 수요일에 코로나  차 접종을 했는데요 내일 독감 접종을 해도 괜찮을까요  만약 해도 괜찮다면 독감 접종은 예약을 하고 가야하나요 아니면 그냥 가서 접종하면 되나요 ,호흡기내과,Pcr검사 음성 나온 이후에 열이 납니다  단순감기일까요 ,안녕하세요  어저께 pcr 코로나검사를 받고 당일에 음성 결과가 나왔습니다  밀접접촉자라 검사받은게 아니라 정기적으로 받아야 되서 받았는데요  오늘 갑자기 미열이나고 컨디션이 안좋네요  감기일까요  광고성 글은 무조건 신고하겠습니다 ,호흡기내과
날개뼈 밑 등통증 호흡곤란,   년 전부터 일상생활을 하다가 등을 갑자기 망치로 맞는 것 처럼 통증이 턱 오면서 숨이 잘 안쉬어지는 증상이 있었어요 그런데  년정도 그런 증상이 없다가 오늘 강아지랑   분  정도 산책하는도중   초 정도 전속력으로 달렸는데 갑자기 똑같은 통증이 느껴지면서 숨이 잘 안쉬어지고 등이 너무 아팠어요 그런데 전에는 이 통증이   분 정도 지나면 서서히 괜찮아 졌는데 오늘 온 통증은 거의  분째 안사라지고요 숨쉴때 등이 아파요 등통증이 계속 안 사라져요 왜 이런 통증과 호흡곤란이 있는 걸까요 ,호흡기내과,가래에 피가,안녕하세요   살 남성입니다 오늘 목에서 끌어올려서 칵퉤 하고 침을뱉는데 피가섞인 가래가나오네요  혹시 폐암이나 폐결핵일수도있을까요  걔네는 출혈양상이 어떤가요  기침없고 흉통없습니다 담배는 안피워요,호흡기내과,약  주간 계속 초록색 변을 싸요    설사를 하거나 건강한 똥을 쌀때도 계속 초록색 변입니다    담즙이 섞여서라는데 정확한 원인도 모르겠고,약  주간 계속 초록색 변을 싸요    설사를 하거나 건강한 똥을 쌀때도 계속 초록색 변입니다    담즙이 섞여서라는데 정확한 원인도 모르겠고 해결방법도 모르겠습니다   ,호흡기내과
자다가 숨이 안쉬어지는거 같아요,누가 목을 조르는거 처럼 숨을 쉴려해도 안쉬어집니다 안쉬어지면 손으로 목을 계속 긁어요 잠을 자는게 무서워 집니다 이게 무슨 증상인가요 ,호흡기내과,결핵 영양제 섭취 관련,결핵 약을 한달째 먹고있습니다   영양제를 먹지마라 먹어도 된다 말이많은데 지금 집에 먹다만 영양제가 종류가 다양해서요  유산균 가루형  프로폴리스 종합영양제 msm이 있습니다  먹어야할까요 당분간 보관해두어야할까요,호흡기내과,흉막 비후 완치 되는건가요 ,미세먼지 들이마시고 심한목감기 앓은뒤  숨쉬기가 약간답답하고해서  보건소에서 진단받았는데  흉막비후 관찰해야한다고 적혀있네요  평생 가는 질환인가요 아니면 완치나 치료가가능한지요  숨 편하게 쉬고싶네요,호흡기내과
감기 기운 있을 때 백신,오늘 목도 아프고 몸살처럼 힘도 없고 근육통도 있는데 토요일   시에 백신  차 예약이 되어있어서요  맞아도 될까요 ,호흡기내과,결핵 검사지,해석 부탁드립니다 의사선생님들,호흡기내과,소화불량 목콱믹힘,제가 요 몇일간 목이 콱 막히는듯한 느낌이들고 매스꺼운느낌이듭니다 작년에 위 십이지장 궤양이걸려 헬리코박터 치료를 해본적이있는데 딱 그니낌이랑 비슷한느낌입니다 그때는 목이 막힌다라는 느낌은 없었는데 이번에는 목이 콱 막힌다는 느낌이듭니다 찾아보니 역류성 식도염일수도 있다고하는데 증상이 비슷한가요 ,호흡기내과
화이자 백신 청소년,안녕하세요   년생인데 화이자 백신을  차  차도 다 맞고    차를 빨리 맞은 편이여서  차도 접종을 했는데      차 모두 발열 증상도 없고 근육통 몸살기운 팔통증도 없었습니다   그러면 항체가 생성되지 않은 건가요   ,호흡기내과,목감기 증상,목이 부은거같고 가래 뱉을때도 아프고 침삼킬 때도 아픈데 목감기 인가요,호흡기내과,먹는약중에 기관지확장제가 있는지 봐주세요 ,엄마가 월욜에 천식검사 대학병원 예약되어있는데 오늘 예약안내문자에 기관지확장제 이틀전부터 먹지말라고 하는데   전화해서물어보려고 하니 근무시간아니라고 전화안받네요  이틀이면 오늘부터먹으면 안되는건데 먹는약에 포함된건지안된건지 모르겠어요  약 안드시면 기침가래가 너무 심하셔서요,호흡기내과
피부과 곰팡이균 배양결과지,곰팡이 배양결과에  No yeast and mold isolated   라고 답변을 받았는데   효모 또는 곰팡이균이 발견되지 않음 정도로 해석 하면 될까요 ,호흡기내과,화이자 접종간격,잔여백신으로 오늘  차를 맞고  주뒤에  차 맞으러 오라고하셨는데 요즘엔 백신맞는분들이 다 맞아서 없는추세라  주보다 더 일찍 당겨질수도있다고 연락주신다했는데  주보다 더 일찍 맞게되도 상관없나요 ,호흡기내과,객혈 없는 결핵이 있을 수 있나요 ,활동성 결핵의 특징적 증상 중에 객혈이 있잖아요 근데 객혈이 없어도  주 이상의 기침  호흡곤란 등으로 활동성 결핵을 의심할 수 있을까요   친구가 자꾸 객혈 없으면 결핵 아니라고 해서요,호흡기내과
역류성식도염 기침,역류성식도염을 몇년간 앓고 살다가 약 한달전부터 심해져서 기침을 달고 사는데요    꽤 심합니다    겁이나서 저번주에 대장내시경 위내시경 검사 받았는데 아주 정상적이니까 걱정할거 없다고 하고  이비인후과에서도 역류성식도염때문인거 같다고 하더라구요  코로나도 아니고     근데 계속 심해서    혹시 다른 질병은 아닌가 겁이 납니다  추가적으로 받아봐야 할 검사가 있을까요  ,호흡기내과,도대체 어느병원을 가야 하는 걸까요 ,제가 숨을 들이마시면 한동안  한달 반쯤 전부터  등이 좀 아팠습니다   아파서 고통스러운 정도는 아닌데 계속 신경이 쓰이고   그러다 어제 오늘은  예전에도 한번씩 그렇긴 했습니다만   왼쪽 가슴 윗부분이 아프네요    숨을 쉬면 먼가 확 쪼이는 느낌 같은게 들면서             주전 내과를 가서 등이 아프다 했더니 폐위치 인듯 하다고 폐 엑스레이랑   심전도를 하자해서 했는데   다 정상 이었구요         그래도 계속 불편하고 왼쪽 가슴 윗쪽 까지 아프길래          오늘은 내과에 가서 위 내시경을 했습니다   결과는 식도는 괜찮고 위에는 위염이 살짝 있으나 문제될 정도는 아니라고 하시더라구요  저는 숨쉴때마다 불편하고     쪼이는 느낌에 살짝 아프기도 하고          빨리 원인을 찾아 치료를 좀 하고 싶은데            어느 병원을 가야 할지 도저히 모르겠습니다   어디로 가야 할까요     ,호흡기내과,CT 촬영 소견서 해석 원해요,폐렴 CT 소견서인데 해석해 줄 의사 선생님    제발 부탁 드립니다   번역기로는 이상하게 나오더라구요    급해요  No demonstrable masses in mediastinum and both lungs Collapsed consolidation in LLL superior segment No enlarged lymphnodes in mediastinum Unremarkable both pleural cavities and included abdominal organs Otherewise unremarkable Pneumonia  RLL superior segment,호흡기내과
몸이 답답해요,명치쪽이 답답하고 숨도 잘 안쉬어지는데 약간 숨을 크게 쉬어야할 느낌이고 속도 안좋고 미열도 나요   몇일째 계속 그러는데 이거 뭔가요  ,호흡기내과,백신 화이자,접종후 태닝 해도 무방할까요  ,호흡기내과,,,
음식먹다 사레들려 기침하다 호흡곤란,저녁에 강정하고 맥주를 먹다 사레들리고 기침하는 과정에서 목구멍이 조여오는 느낌이 들어 숨을 들이마시면 숨이 안쉬어져 숨넘어가는 소리가 나오면서 이러다 죽을것같아 심장이 급하게 뛰고 당황하였습니다 방에있는 물을 마셔도 기침이계속나오며 진정되지 않아습니다 목이 까실까실한 느낌이 들면서 기도가 조여오는 느낌 기침을 참고 침을 삼키다 보니 진정되었습니다 저번달에는 매운음식을 먹다가 그런적이 있었고 한 년전에도 비슷한 경험이 있습니다 작년에 식도염진단을 받고 그게 완치가 안되고 수시로 기침과 호흡곤란 증세가 왔다가따 해왔는데 식도염이 오래된것과 연관이 있는것인지 모르겠습니다 저번달에 내시경검사받아보니 위축성 위염소견이 있고 약먹을 정도는 아니랬습니다 저녁에 그러고 난이후 계속 목구멍이 좁아져서 숨쉬기가 힘들어서 예민해져 잠도 못자고 있네요 병원을 가볼건데 너무 무섭습니다 또 그럴까봐,호흡기내과,회사 건강검질결과 비결핵성 결절   ,안녕하세요   회사에서 출장 건강검진 받았는데 결과 보니   작년에 없던  비결핵성 결절 혹은 혈관음영 좌상폐라고 나왓네요  정밀검사 받아보라고   인터넷뒤져도 뭔지 잘 몰라서요  뭔지 알기쉽게 설명좀 부탁드립니다 ,호흡기내과,,,
마른 기침 증상 질문,저는 지금 미국 거주중인 대학생입니다 코로나에 걸린 이후부터 마른기침이 생겼어요 처음에는 기침 가래가 좀 있다가 지금은 가래는 없고 마른기침만 합니다 목감기약을 먹어도 소용이없고 목감기 캔디를 먹어도 소용이없네요 축농증때문에 마른기침인건지도 궁금합니다  개월전에 비중격만곡증 수술을 받았습니다 혹시 몰라서 비염약을  달치 지어와서 먹고있는대 아침저녘으로 먹는건대 평일에는 수업시간에 졸릴까봐 저녘에만 먹고있습니다 기침은 밤에 좀 많이 하는편입니다  축농증때문에 기침이 생긴건지 아니면 코로나 후유증인지 궁금합니다 기침약 추천해주거 있으시면 부탁드립니다 택배로 받으면되니까 ,호흡기내과,,,,,,
숨 쉴때 소리,요즘 숨 쉴때 기관지  가슴   그쪽에 정말 조금씩 통증이 생기고 숨 들여마실때도 쌕쌕 소리라고 해야하나  어쨋든 소리가 나요  담배 펴서 그런가    막 자주는 아니고 가끔씩 통증이랑 소리가 나는데 병원을 가봐야하나요  그렇게 자주 그러는건 아니라    ,호흡기내과,,,,,,
