0,1,2,3,4,5
가슴에 이상한 멍울이 잡혀요,스무 살 여자입니다 하루 전부터 어딘가 모르게 가슴이 아프더니  제 기준 오른쪽 가슴의 오른쪽 윗부분이 빨갛게 조금 부어올랐고 이상한 멍울이 잡혀요 평소 가슴에서 만져지던 멍울과는 다르게 조금 더 단단하고 큰 느낌이에요 유독 이 부분만 조금 뜨겁고 빨갛고 부어올랐더라고요 만지면 아프기도 하고요 이게 뭘까요,가정의학과,코로나 확진 질문,안녕하세요 아빠가  일전에 코로나 확진이 되고  아빠는 각방에 혼자 있어서 접촉 X  저랑 엄마랑 동생도 pcr 검사해서 저랑 엄마는 음성 동생은 재검사 떴어요 저는 그냥 잘못찔렀나 보다 싶어서 pcr 검사받은 그다음날에 동생이랑 붙어 있었는데 목이 너무 칼칼한거에요   동생도 마찬가지 였고요   처음에는 목만 칼칼하다가 미열도 나고 동생은 고열이 났어용 그래서 그 다음 날 아침에 동생이 소아과 같은데를 가서 저빼고 엄마랑 동생이 코로나 검사를 했는데 동생이 양성인 거에요  pcr이 아니라 정확하진 않은데 대충 맞음  근데 저와 동생이 증상이 같아요 증상이 머리띵하고 목에 가래낀것 같고 미열나고  약먹으먼     칼칼이정도 이거든요  콧물 이나 후각미각상실은 아니에요   근데 어짜피 저희 가족이 아빠땜에 자가격리를 하고 있어서 그냥 따로 pcr 안받고  요즘에 코로나도 감기라고 하잖아요  이번주는 집에서 자가 치료할려고 했는데  약도타옴  한 한달전에 제가 안구 통증이랑 머리아픔이 고열 심하게 왔을때 청소년 외과에서 노란색 링거 인것같은데 비타민 링거 인것 같아요  그거 한방을 맞았는데 진짜 신기하게 싹 나은거에요   그래서 심해지면 링거를 맞으려 하는데 괜찮을까요   질문    제가 코로나일 가능성    코로나 걸려도 pcr 안하고 집에서 약먹고 치료해도 되나요    너무 아플시 비타민 링거 맞아도 되나요    긴글 읽어 주셔서 감사하고 성의있는 답변 부탁드려요,가정의학과
팔뚝지방분해주사 효과 좀 알려주세요  ,팔뚝살이 진짜 너무 빼고 싶어요   팔뚝 땜에 매일매일이  스트레스입니다   그나마 다행인거는 다른쪽은 다 말라보이는데     하필 팔뚝이   팔뚝지방분해주사 맞으면 팔이 좀 얇아지나요   효과 괜찮으면 바로 예약 하려구요   팔뚝지방분해주사 관련 정보  아시는 분 있으면 꼭 답변좀 부탁드리겠습니다  ,가정의학과,전해질 불균형   인가요,안녕하세요 나이는   대초반 보디빌딩을 좋아하는 청년입니다  운동강도는 일반인은 혀를 내두를정도로 하는데요 하체  가슴운동을 너무 강도있게 하면 운동끝나고   분뒤쯤부터 경련인지   근육이 접힌다고 해야하나  뷰르르으 떨리고 미치겠습니다  쥐는 아닙니다  도대체 어떻게 해결해야할까요 원래 포카리 마시면서 운동할땐 갠찮았는데 노로바이러스 걸린이후엔 포카리도 소용이 없네요 Bcaa 먹으면서 운동할때가 가장 효과가 좋긴 했습니다  지금 bcaa가 없어서 실험을 못하네요     경련이 엄청 일어나긴 하지만 또 자고 일어나면 근육통만 엄청심하고 경련은 귀신같이 사라집니다  제발 도와주세요 하체  가슴운동할때 너무 겁납니다 ,가정의학과
손떨림  현기증 증상 문의,안녕하세요  밥 먹은지 얼마 되지 않았는데도 손떨림  현기증 증상이 있습니다   평소에 공복이 오래 되거나 하면 그랬었는데  어제는 딱히 공복이 길지 않았는데도 그래서요  저혈당 증상일까요   평소 혈압계쟀을때 정상이었는데요    아 예전에 호지킨 림프종으로 항암치료 받은 적 있습니다  도대체 왜 손이 떨리고 현기증이 나고 기운이 없는지 모르겠어서 답답하네요     어디 쪽하고 연관이 있을까요 ,가정의학과,유방암 진단 받고 수술전입니다 ,어머님이 유방암 진단받고 대학병원에서 검사진행 중이십니다       수술은  개월 뒤라고 하는데 그동안 비타민 d 챙겨 먹어도 될까요      수술전에 챙겨먹어야 될 음식이라던가 있을까요       잎새버섯 암에 좋다고 해서 물 끓여 먹었는데 수술 전에는 끊어야 될까요   아님 먹어도 되는건가요       수술전에 홍삼 먹어도 될까요   모르는게 너무많아 의사한테 물을수도 없고 질문 전부 아니라도 조금이라도 아시면 답변 부탁드립니다    급해요   ,가정의학과
코로나에 관해,코로나 집에서 약먹고 버티면  주일 이내로 완치 돼나요   현재 열을 완전히 내렸고 기침을 하는 정도  걸린지  일 됐습니다  ,가정의학과,잘 때 다리 밑에 베게 배고자는거 좋나요 ,제가 오래 앉아서 하는 일을 하는데요 다리 밑에 배게배고 자는게 좋다고하더라고요 어느정도 높이의 배게를 배고 자는게 효과가 좋나요  그리고 이 방법이 정말 효과가 있나요  아 그리고 압박스타킹도 같이 신고자는게 좋을까요 ,가정의학과
코로나 오미크론두통증상,확진된지   일차입니다 인후통 오한 몸살 두통  일만에 좋아졌구요 후각   저하 및 케찹이나 간장 김치에서 휘발유냄새 알코올냄새같은냄새났었구요   일차인데요 코는좋아졌는데요 두통이아직있습니다 이비인후과 에서는 소염진통제먹으라고하는데요 먹어도아파요 오미크론후유증인가요  아니면신경과가봐야할까요 만성이될까바두렵네요 의사님들 답변좀 해주세요,가정의학과,자기진단 키트,병원가서 코로나 검사했는데 양성이면 pcr검사에서 음성 나올 확률은 적은가요 ,가정의학과
코로나 pcr검사 결과 안나왔는데,어제 코로나pcr검사  시 반쯤에 했는데 연락이 없어요 다만 아침부터 고열이 시작되어서 확진인거같은데 해열제 사러 약국 가도되는건가요  보건소도 연락이 안되고 검사받은 병원도 연락이 안되요,가정의학과,  대 남성 코로나 백신접종,  년  월   일에 화이자 백신으로  차접종을 완료한   세 남성입니다   접종 익일 새벽에 체온이     도까지 상승하였으나 정상 반응이라 생각되어 타이레놀  정 복용하였으며  이후 체온이     도까지 하락하는 것을 확인하였습니다  그러나 당일 오후부터 체온이 빠르게 재상승  접종 후  일차가 되는 날에는 체온이   도까지 상승하였습니다  약을 복용하고 체온은 재차 하락하였으나 그 이후에도 여전히 약 복용 없이는 체온이   도 근처에서 유지되는 상황이었습니다   일간 지속된 고열이 이상하다고 생각되어 병원을 방문한 결과  코로나   신속항원검사에서 양성 판정을 받아 현재 pcr 검사 실시 후 결과 대기 중입니다          상기한 이상 반응이 통상적인 이상반응의 범위인지     그리고 백신 접종과 짧은 시간적 간격을 두고 실시한 신속항원검사에서 백신 접종만으로 양성 판정이 되는 경우는 없는지 궁금합니다 ,가정의학과
오리궁뎅이 스트레스,안녕하세요      살 대학생 입니다   제 가족이 다 오리궁뎅이라 저도 오리궁뎅이인데 제 옆모습 찍어서 그대로 그린거거든요  스쿼트를 하니까 엉덩이가 더 커지더라구요 그래서 안하고 다른 걸로 다이어트를 하고있는데 어떻게 해야될까요    예전에   키로 감량했는데 턱  배  팔뚝만 빠지고 볼살 엉덩이 허벅지 종아리 다 그대로라서 너무 현타가 왔어요      저 오리궁뎅이 많이 심각한가요  친구들이 없는거보단 낫다고 하긴 하는데 전 너무 빵실해서 스트레스 받아요     바지를 입고 배에 힘을 주면 똥꼬가 먹더라구요     이런건 어떻게 해야하나요     ,가정의학과,코로나 확진자 격리,동거인은 격리 안하는거 알겠는데 그럼 확진자 본인은 격리 몇일 하게되나요  이것도 의무는 아닌가요  하긴 동거인이면 확진자나 다름없는데 격리가 의무가 아니면 확진자 본인도 의무가 아니겠네요 ,가정의학과
신속항원 검사받고 양성 떳는데 pcr검사는 못 받았었는데요,신속항원 검사받고 양성 떳는데 몸이 너무 안좋아서 pcr은 못 받고 집에서 쉬었는데 이제 좀 몸이 괜찮아졌어요  근데 정책 바뀌기 전에 신속항원검사 받은거라 pcr검사 받아야하나요   그럼 양성 뜨고 지금까지 격리한거 말고 다시 일주일 격리해야하는 건가요   ,가정의학과,실내소독기 인체 영향,요즘 들어 실내 소독기 사용하는 일이 많지 않습니까  사무실에서 소독시킨다고 업무중에 자주 사용하고는 하는데  혹시 소독 성분이 다 날아가기 전까지 기다리기에는 업무가 많습니다  그러다 보니 아직 강하게 소독제 냄새가 나는데도  그냥 맡으며 일을 봅니다  혹시 소독제가 폐 등 신체에 미치는 영향을 의학적 사실에 기반해서 설명해주실분 계신가요 ,가정의학과
병원 코로나 검사,저 초  인데 저번즈 금요일 날에 열이 나서 안갔는데 오늘 열이 또 있는거에요 그래서 자가키트 해봤는데 다행이 음성인데 쌤이 병원에서 코로나 검사 하라고 했는데 혹시 보건소랑 똑같이 깊게 넣나요   아님 병원이 더 넣나요 제가 코가 민감한 편이라 코에 뭐 쑤셔넣으면 코피가 나와요 빠른 답변 부탁드립니다,가정의학과,어제부터 열이나고 오한이 있어요,몇일전에 바지락을 먹고 설사를 한번했어요 그이후 열이나고 오한이 드네요 해열진통제를 먹어도 열이 안떨어지는데 왜이런걸까요 열이계속나니까 머리까지 아파요 열나도 병원가면 진료볼수 있나요 ,가정의학과
코로나 전염성,코로나가 원래 이렇게 확진이 잘 안되나요    아빠가 양성인데도 불구하고 이미 식사랑 이것저것 다 해서 코로나 옮을법도 한데 코로나 음성만 떠서요      pcr 검사를  너무 일찍한걸가요   코로나 확진인 사람 옆에 잇어도 안 옮나요    아님 제가 좀 더 늦게 코로나 검사를 햇어여 햇나요   ,가정의학과,코로나 확진자 가족 질문,혹시 가족중 한명이 확진이 되면 다른 가족들도 전부 pcr검사로 해야하나요  아니면 혹시 신속항원검사로도 가능한가요 ,가정의학과
강남윤곽주사 전문적으로 잘하는 괜찮은 곳 좀 알려주세요 ,윤곽주사 좀 맞아보려고 하는데요  제가 이런 피부 관련 시술은  처음이라   이것저것 알아보는 중입니다  윤곽주사도 잘 못맞으면  안좋다고 들어서요  제가 강남쪽에 거주해서 강남쪽에 위치한 곳으로  찾는중인데요  혹시 강남윤곽주사 전문적으로 잘하는 곳 있을까요   추천 좀 부탁드립니다 ,가정의학과,침샘비대증인가요 ,제가 오늘 술을 마시고 구토를 하였는데 그뒤에 한    시간 뒤 잠깐 엎드려서 자고 일어났더니 턱 아래가 아프더라구요 부운것처럼 점점 완화되는거 같기는 한데 혹시 큰 문제 일까요 ,가정의학과
먹는삭센다,먹는 삭센다 어디 파나요  제가 중 이라 곧 졸업사진을 찍는데 운동만 하니까 살이 많이 빠지지도 않고 좀 오래걸려서 진짜 급하게 빼야돼서 먹는 삭센다랑 같이 빼려고요   알려주세요,가정의학과,코로나 양성,숨 쉴 때마다 이상한 소리가 나는 거예요 이상하기도 했는데 그냥 넘겼어요 그리고 엄마 앞에서 하품하니깐 트림했냐길래 하품이라고 했거든요  근데 왜 이렇게 이상한 소리가 나냐길래 저도 모른다고 했어요 제가 인후통 증상이 있는데 경험이 없어서 인후통 증상 중 하나인 줄 알았어요 근데 아니래요 이거 무슨 증상이고 저 괜찮긴 한가요  참고로 코로나 확진자입니다,가정의학과
턱윤곽주사 효과 괜찮을지 걱정됩니다 ,제가 턱살이 좀 심한 편인데요   턱윤곽주사 알아보는 중입니다   진짜 효과가 있을까요    턱윤곽주사 맞아보신분 계시면  답변 부탁드립니다  그리고 어떤 효과가 있는지도 알려주세요  ,가정의학과,갑자기 목구멍이 꽉 막히는 것 같은 증상과 울렁거리는 증상이 생깁니다  계속적으로 나타나는 것은 아니고 하루에    번씩 간헐적으로 증상이 나타,갑자기 목구멍이 꽉 막히는 것 같은 증상과 울렁거리는 증상이 생깁니다  계속적으로 나타나는 것은 아니고 하루에    번씩 간헐적으로 증상이 나타납니다  속이 쓰리지는 않으나 가끔 두통이 동반되고 피곤함이 계속됩니다 ,가정의학과
보톡스윤곽주사 맞아도 괜찮을까요 ,안녕하세요  요즘 보톡스윤곽주사에 흥미가 생겨서요   보톡스윤곽주사는 정확히 어떤 효과가 있을까요   부작용이나 이런건 따로 없을지   효과는 드라마틱하게  볼 수 있을까요   아직 이런건 한번도 안해봐서 알고 싶어요 ,가정의학과,긴장되고 사람 만나기 무서워요,고등학교에 곧 입학할 예비고 인데요 옛날부터 낯을 많이 가렸는데 중 후반 되면서 엄청 심해졌어요 버스타는 것도 너무 힘들고 아는 사람 마주칠 것 같거나 사람 많으면 오래 걸려도 버스 안 타고 걸어서 가요 학원에서도 조금이라도 사람 마주치면 너무 불편하고 그래서 옮긴 횟수도 정말 많고 수업을 하고 나면 옷은 땀 범벅이고 종이도 젖어있어요 친구  가족이 아닌 사람과 전화라도 하면 바로 몸에서 열이 얼굴로 훅 올라오면서 땀이나기도 해요 그냥 새로운 사람을 마주치고 밖에만 갔다와도 막 답답하고 힘들어요 어쩌면 좋을까요 해결방법 좀 알려주세요 ,가정의학과
윤곽주사란 어떤 효과를 볼 수 있는 주사일까요 ,질문 그대로입니다  윤곽주사란 정확히 어떤 효과를 보는 주사인지 궁금합니다   얼굴 윤곽이 좀 줄어드는건가요  아니면 얼굴 윤곽에 있는 살이 빠지는건지    알고싶습니다  ,가정의학과,명치 멍울  피로감,안녕하세요  한달 전에 우연히 명치 쪽을 눌렀는데 멍울이 만져지더라구요  서있거나 앉아있을 때 만지면 안 느껴지는데 옆으로 돌아서 누웠을 때나 허리를 숙인 상태에서 명치 쪽을 만지면    원 정도 크기의 동글동글하고 말랑거리는 멍울이 만져집니다  멍울을 만지면 아프고 움직이기도 해요   식습관이 안 좋아져서 요즘 운동하면서 관리하고 있는데 제가 빵을 자주 먹거든요    잠도 새벽에 자고 낮잠도 안 자서 그런지 오후만 되면 엄청 피곤합니다  또 역류성 식도염이 있고 음식을 먹으면 명치 쪽이 조금 땡기다가 괜찮아져요  조사해보니까 검상돌기 같은데 혹시 종양일 가능성이 있나요 ,가정의학과
층간소음피해자인데 정신과를 가도 될까요 ,특이하게 저는 층에서 사는데  층에서 아이들이 악을 지르고 높은데서 뛰고 난리도 아니어서 수시로 그럽니다 어린이집 다니는 애들이 가면 안다니는애가 혼자 하루종일 악지르고 뜁니다 제가 층이라 반박도 해보지만 그때뿐이고 쿵하고 찍고 높은데서 뛰면 바닥이 울리면서 충격까지 줍니다 아파트가 옛날아파트도 아니고  년 좀 넘는아파트인데도 쿵하고 찍어서 하도 놀래서 가서 항의했더니 할머니가 나오시더군요 애들 명이랑 아빠엄마는 뒤에 숨어서 뭐하는건지 보니까 거실에 얇은매트 한개 깔아놨드라구요   시넘어 뛸때도 인터폰하니 그냥 미안하다 그러고 똑같고 그것도 뛸때는 맨땅에 뛰어서 그것땜에 노이로제 걸려서 집중도 안되고 소리가또 들릴까봐 노심초사하고 사람이 이래서 미쳐서 사단이 나는구나 이해할 정도가 되었습니다 정신과를 가면 좀 나아질까요 근본적인 해결방법과 정신과 가보신분들 조언 부탁드립니다,가정의학과,코로나 걸린 후 등교,  일에 코로나가 걸려서 자가진단 키트로 진단 했더니  줄이 선명하게 나왔어요  그때부터 지금까지 계속 격리중이고 지금은  일째 되는 날입니다  열은 한번도 없었고 목만 조금 따가웠는데 현재 증상은 아예 없습니다  저는 pcr 검사를 받고 음성이 나와야 학교에 가야되는거 아닌가 했는데 부모님께서 그냥 가라고 하셔서 어떻게 해야될지 잘 모르겠습니다  이대로 학교에 가도 되는건가요 ,가정의학과
하품하다가 구역질,초등학교  학년 여학생인데 가끔 속쓰리고 자꾸 목에 뭐가 걸린것같아서 일부로 구역질 하려고 목안으로 손가락 넣어서 구역질도 하고 하품하다 구역질 나올것같을때가 많아요 이거 왜이런가요,가정의학과,병원에서 링겔 받는 법,제가 하루에 한 끼만 하는데 그것도 살려고 먹는 거란말이에요 식욕도 없어서 많이 안 먹음 근데 이대로 가다가 진짜로 죽을 거 같아요,가정의학과
머리아프고 속이 안좋아요,요즘 운동하면 어지럽고 속도 안좋고 토나올거 같아요 조금만 운동해도 헥헥거리고 아무것도 안먹어도 속이 안좋아요 왜그런걸까요  ,가정의학과,간접흡연 때문에 미치겠어요,엄마가 집에서 맨날 전자담배를 피는데 그 냄새때문에 미칠거같아요 몇번 말해보기도 했는데 오히려 화를 내요 건강이 안좋아질것같다고 걱정해도 화내요 그리고 제가 그 냄새를 맡으면 목이 아프고 두통 있고 가래랑 기침이 나오는데 이것도 간접흡연의 영향인가요  간접흡연 된 뒤로 목소리도 낮아지고 가래가 많이 껴요 엄마 대신 제가 부작용이 온건가요 진짜 스트레스받아 미칠거같아요 밥먹을때도 뻑뻑 펴대는데 진짜 미칠거같아요 좋게말해도 다 안받아들이고 무시하고 오히려 화내요 도와주세요,가정의학과
손사마귀 질문,주사  주전에 맞아서 까만딱지 되길래 기다렸다가 어제 딱지 좀 갈라져서 걍 땠거든요 근데 괜찮을까요 끝쪽 사마귀 살짝 있긴 한데 어떡하나요,가정의학과,코로나 질문,저는 코로나 백신  차 부작용으로 두드러기가 났습니다   그런데 요즘 저의 형이 기침을 하고  열도 조금 있는지 모르겠지만  기운이 없는지 기침 좀 많이 해요  요즘에   아까 몇 시간 전엔 열이 조금 있던 것 같던데요   저는  차 접종자인데 혹시 저의 형이 양성이면 저도 자가격리 해야 하나요  학교 수업은 그럼 어떻게 듣나요   못 들으면 이후 내신  시험  미래에 손실이 생길텐데     코로나 왜 있어 가지고     중국 우한  에서 생겼다고 들었는데요   중국 우한의 첫 원인 제공자 빨리 사라졌으면 좋겠네요 ,가정의학과
골절후 박카스 마셔도 되나요 ,수술은 작년   월   일에했고 핀박혀있는데 뼈는 잘 붙고있다고 합니다 다붙진않았구여 커피나 콜라같은 카페인많은거 마시지말라고해서 제가 잠이많고 피곤해서 박카스를 마시려 하는데 여기에도 카페인이   mg정도 있다고 하더라구요 마시면 뼈 늦게붙나요 ,가정의학과,맥박이 빠르고 숨이 차요 ,산소포화도는      로 정상인데 숨이차고 맥박수도 올라요  평소 맥박         사이인데 숨이 차서 산소포화도 측정기 껴보면         넘어가고    대까지도 올라요  산소농도 정상이어도 맥박수 오르면 숨이 차나요 ,가정의학과
동생이 오늘 코로나 자가격리 해제되었는데요 ,저 마스크 안 쓴 상태로 화장실 나오다가 제 동생이랑 얼굴 가까이에서 마주봤어요  제 동생도 마스크 안 쓰고 있었고요 저 감염 될 위험 있을까요 ,가정의학과,수족냉증 다리 올리는 스트레칭,수족냉증이 너무 심해서 유튭에 혈액순환 스트레칭 찾아보니 누워서 벽에 대고 다리를 직각으로 뻗는 게 도움이 된다고 하더라고요 근데 수족냉증은 발에 피가 안 가서 일어나는 거 아닌가요  다리를 반대로 하면 더 피가 안 가는 거 아닐까요  어떻게 이 운동이 수족냉증에 도움이 되는 건지 넘 궁금해요,가정의학과
냄새 맛 상실 코로나,제가 코로나 증상인지 뭔지 잘모르겠지만 냄새랑 맛을 최근 못 느끼는데 언제쯤 돌아올까요  진짜 냄새는 하나도 안나고 맛은 예전처럼 뭐가 들어갔는지 이런거 하나도 못느껴요   그냥 매운맛 순한맛 구별할 정도만   이런 코로나증상 있다고 하는데 혹시 걸렸던 분들중에 이러신분 있으시면 언제쯤 돌아오는지 알려주세요  지금 미치겠어요 진짜,가정의학과,두통과 오심이 있습니다 ,동생과 저랑  식후 에 두통과 오심이 심합니다  어떤 병의 증상일까요    공통 증상 및 특징   동생은  일전부터 식후 두통과 오심이 있고 변이 묽습니다  설사는 아닙니다  저는 어제부터 식후 두통과 오심이 있고 변이 묽습니다    복통  발열  근육통 같은 다른 증상은 전혀 없습니다    둘 다 따로 먹는 처방약은 없고 영양제는 비타민D       iu  정도만 먹고 있습니다    둘 다 코로나 바이러스 완치자  완치 후 최소  주 경과   의학적  임상적 근거 혹은 의료진이시면 경험적 근거에 기반하여 답변해주시면 감사드리겠습니다 ,가정의학과
코로나 확진,제가 코로나 확진이 되어서 목이 너무 아픈데 침 삼킬 때 마다 귀에서 똑똑 소리가 나고 귀가 멍멍해서 잘 안 들리는데 완치 되면 괜찮아질까요  어떻게 해야될까요   목에 가래가 있어서 뱉으면 약간의 피와 섞여서 나와요,가정의학과,대학병원 외과 분야,대학병원에서 신경섬유종 수술을 받으려고 하는데 외과는 처음 입니다  어느 전문분야 교수님한테 진료 예약을 해야 진료를 볼 수 있는지 답변 부탁드립니다 ,가정의학과
장염인가요, 일 정도 됐어요 아무 이유 없이 배아파서 화장실 가면 물설사 죽죽 싸구요 밥 먹으면 당연히 쌉니다 그냥 자다가도 물설사 나와서 달려간 적 있어요 점점 심해져서 열도 나고 두통도 심해졌어요 좀 더럽긴 한데   급한 상황 아닌데도 불구하고 그냥 아무 느낌 없이 죽 나와서 팬티에도 지렸습니다 왜이런가요,가정의학과,손톱 옆에 뭔가가 났는데 이거 사마귀 인가요 ,오른손 약지에 이렇게 사마귀 같은게 있어요  사실 고등학교때부터 있었던 것 같네요    년은 넘은 것 같아요  그전까지 크게 불편함을 못 느껴서 그냥 지내고 있었는데  오늘 정상피부와 해당부위의 경계가 갈라지면서 피도 나오 알콜로 손소독을 했더니  알콜이 침투하면서 찌릿 찌릿 할 정도로 아프네요  이게 어떤 질환인가요   치료는 어떻게 해야할까요 ,가정의학과
코로나 재확진, 월달 말에 코로나 확진 되고 나서  월 초에 격리 해제 통지서 받았거든요  근데 어제 자가키트 해봤는데 양성이 떠서 방금 신속항원검사 받고 왔어요 신속항원검사도 양성이 뜨겠죠  그럼 다시 자가격리 해야 하나요  코로나 확진 된 후로 이제야 한 달 조금 더 지났는데   또 격리를    ,가정의학과,무슨 병 같은 건가요 ,눈 초점이 흐려요 눈에 힘이 없어요 숨 쉬기도 힘들고 크게 쉼호흡 몇 번 해야 조금 나아져요 잠도 제대로 못 자요 맨날 두 세 번 깨고 잠도 잘 안 와요 편두통도 자주 오고 두통은 맨날 있어요 원랜 잘 안 먹었는데 요즘따라 너무 많이 먹어요 배가 이미 부른데도 더 먹고싶어요 그러다가 하루에 두번씩 토해요 요즘 좀 가정사로 힘든 일이 많이 있었는데 그거 때문일까요  죽고싶다는 생각을 깨어있는 내내 하는거 같아요 우울증 뭐 그런건가요 ,가정의학과
코로나 음성,같이 놀았던 친구  명이 코로나에 걸렸는데  마스크는 안벗고 몇시간정도 이야기하고 걸어다녔거든요 근데 제가 너무 불안해서 애들 양성 나오고 바로 신속 항원 검사 했는데 음성이 나왔어요  번이나   근데 오늘 학교에서 같이 놀았던 친구가 희미하게 두줄이 나왔는데 코로나 검사 또 오늘 학교 마치고 했거든요 근데 또 음성이에요   목이랑 코 둘다요   그리고 제가 목이 좀 아팠는데  어제 집에서 노래   곡을 소리지르면서 계속 불렀는데 그것 때메 그런거같기는 한데  열도 안나고 제가 걸릴 가능성도 있는건가요   ,가정의학과,삶의 이유   다들 왜   사세요  ,힘들고 지치고 아무리 노력해도 즐겁지가 않고 책임져야할 가족도 없고 너무 이유가 없네요 제 삶엔   님들는 도대 체 왜 사사나요 ,가정의학과
코로나 폐손상,엄마가 코로나 양성판정을 받으셨고 지금은  일이지나 격리해제인 상태입니다    대 후반정도이시고 엄마께서 폐가 아프시다고 하시는데 많이 심할까요 ,가정의학과,머리가 아프고 조금 어지럽고 속이 안좋아요,제가 오늘 아침은 거르고 점심만 먹고  시에 학원을 갔거든요  근데 한  시쯤부터 머리가 아파오기 시작하더니 학원이 끝난   시엔 심해졌어요 원인이 무엇이고 어떻게 해결해야 하나요 ,가정의학과
